name,room_numbers,address,price,usable_area,gross_floor_area,url,latitude,longitude
City One Shatin・Site 6・Block 24,Low Floor・FLAT D・2 Rooms,City One Shatin,5M,326ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/City-One-Shatin-Site-6-Block-24_ECG404?theme=buy,22.3867692,114.2026412
The Long Beach・Tower 6,Middle Floor・FLAT C・2 Rooms,Olympic Station,9.9M,546ft²,742ft²,https://hk.centanet.com/findproperty/en/detail/The-Long-Beach-Tower-6_SYA876?theme=buy,,
TELFORD GARDENS・BLOCK O,FLAT 3・2 Rooms,Kowloon Bay,5.7M,538ft²,603ft²,https://hk.centanet.com/findproperty/en/detail/TELFORD-GARDENS-BLOCK-O_SRO992?theme=buy,22.3080749,114.2018982
Parc City・TOWER 5,Low Floor・FLAT E・3 Rooms・(1 Suite),Tsuen Wan West,14M,839ft²,,https://hk.centanet.com/findproperty/en/detail/Parc-City-TOWER-5_CYU448?theme=buy,22.3684317,114.109705
CULLINAN WEST・PHASE 5 CULLINAN WEST III・TOWER 7,Middle Floor・FLAT G・1 Room,Nam Cheong Station,7.5M,351ft²,,https://hk.centanet.com/findproperty/en/detail/CULLINAN-WEST-PHASE-5-CULLINAN-WEST-III-TOWER-7_MXL899?theme=buy,22.3267772,114.1536799
Park Central・Phase 2・Tower 12,Low Floor・FLAT G・3 Rooms,Tseung Kwan O,10M,643ft²,856ft²,https://hk.centanet.com/findproperty/en/detail/Park-Central-Phase-2-Tower-12_SDF534?theme=buy,22.3089111,114.2635572
Broadview Garden・Block 1,Middle Floor・FLAT E・3 Rooms,Tsing Yi,8M,687ft²,825ft²,https://hk.centanet.com/findproperty/en/detail/Broadview-Garden-Block-1_FCU043?theme=buy,22.3474872,114.1023164
South Horizons・Phase 1・Hoi Ngar Court (Block 3),Low Floor・FLAT E・3 Rooms,South Horizons,8.3M,610ft²,755ft²,https://hk.centanet.com/findproperty/en/detail/South-Horizons-Phase-1-Hoi-Ngar-Court-(Block-3)_TJU324?theme=buy,22.243373,114.1476512
ONE．ARTLANE,FLAT C・1 Room,Sai Ying Pun,8.2M,253ft²,,https://hk.centanet.com/findproperty/en/detail/ONE-ARTLANE_LHP880?theme=buy,22.2875634,114.1417059
Ocean View・Tower 5,Low Floor・FLAT C・2 Rooms,Ma On Shan,6.8M,484ft²,647ft²,https://hk.centanet.com/findproperty/en/detail/Ocean-View-Tower-5_EEZ946?theme=buy,22.4276756,114.2402751
Kai Tin Tower・Block A,High Floor・FLAT 5・3 Rooms,Lam Tin,5.8M,526ft²,,https://hk.centanet.com/findproperty/en/detail/Kai-Tin-Tower-Block-A_SQB237?theme=buy,22.3080199,114.2375638
SCENEWAY GARDEN・BLOCK 10,FLAT F・3 Rooms,Lam Tin,9.8M,718ft²,913ft²,https://hk.centanet.com/findproperty/en/detail/SCENEWAY-GARDEN-BLOCK-10_SPF354?theme=buy,22.3080199,114.2375638
Galaxia・Tower B,Low Floor・FLAT 6・3 Rooms,Diamond Hill,9.2M,593ft²,751ft²,https://hk.centanet.com/findproperty/en/detail/Galaxia-Tower-B_SIJ950?theme=buy,,
The Met. Blossom・Tower 1,Low Floor・FLAT A08・1 Room・(1 Suite),Ma On Shan,5M,272ft²,,https://hk.centanet.com/findproperty/en/detail/The-Met--Blossom-Tower-1_EMZ461?theme=buy,22.4276756,114.2402751
Milan Place,Middle Floor・FLAT A・Studio,Sham Shui Po,5.2M,321ft²,,https://hk.centanet.com/findproperty/en/detail/Milan-Place_MNG794?theme=buy,22.3285899,114.1602846
CENTURY LINK・PHASE 1・TOWER 3B,Middle Floor・FLAT 3・2 Rooms,Tung Chung Town Centre,6.2M,473ft²,,https://hk.centanet.com/findproperty/en/detail/CENTURY-LINK-PHASE-1-TOWER-3B_FGY799?theme=buy,22.2873743,113.9425086
CHEUNG WO COURT・WO KIN HOUSE (BLOCK D),2 Rooms,Kwun Tong,4.38M,434ft²,,https://hk.centanet.com/findproperty/en/detail/CHEUNG-WO-COURT-WO-KIN-HOUSE-(BLOCK-D)_SMZ746?theme=buy,22.3103686,114.2227035
RESIDENCE 譽88・TOWER 1,Low Floor・FLAT G・3 Rooms,Yuen Long Southeast,11M,931ft²,"1,186ft²",https://hk.centanet.com/findproperty/en/detail/RESIDENCE-%E8%AD%BD88-TOWER-1_CVD908?theme=buy,22.4445376,114.0222076
Solaria・Tower 6,Middle Floor・FLAT G・2 Rooms,Pak Shek Kok,8.5M,527ft²,,https://hk.centanet.com/findproperty/en/detail/Solaria-Tower-6_AUC985?theme=buy,22.4280945,114.2082325
Alto Residences・TOWER 3,Low Floor・FLAT A・4 Rooms・(2 Suites),Tseung Kwan O,31M,"1,418ft²",,https://hk.centanet.com/findproperty/en/detail/Alto-Residences-TOWER-3_UHG439?theme=buy,22.3089111,114.2635572
On Ning Garden・Block 6,Low Floor・FLAT K・2 Rooms,Hang Hau,6.2M,583ft²,691ft²,https://hk.centanet.com/findproperty/en/detail/On-Ning-Garden-Block-6_SAI191?theme=buy,22.3172623,114.2672828
METRO TOWN・PHASE 2 LE POINT・TOWER 7,2 Rooms,Tiu Keng Leng,7.8M,503ft²,674ft²,https://hk.centanet.com/findproperty/en/detail/METRO-TOWN-PHASE-2-LE-POINT-TOWER-7_SDZ193?theme=buy,,
Wetland Seasons Park,3 Rooms,Tin Shui Wai,8.5M,677ft²,,https://hk.centanet.com/findproperty/en/detail/Wetland-Seasons-Park_CXM866?theme=buy,22.4606419,114.0041996
Dynasty Court・Tower 5,Low Floor・FLAT A・3 Rooms,Mid-Levels Central,47M,"1,522ft²",,https://hk.centanet.com/findproperty/en/detail/Dynasty-Court-Tower-5_TGH535?theme=buy,22.2838464,114.1549689
Ching Lai Court・LAI YUE HOUSE (BLOCK B),High Floor・FLAT 2・2 Rooms,Nob Hill,4.2M,403ft²,,https://hk.centanet.com/findproperty/en/detail/Ching-Lai-Court-LAI-YUE-HOUSE-(BLOCK-B)_MPB621?theme=buy,37.7910067,-122.4174229
Grand Central・PHASE 2・Tower 5,High Floor・FLAT N・3 Rooms,Kwun Tong,15.5M,758ft²,,https://hk.centanet.com/findproperty/en/detail/Grand-Central-PHASE-2-Tower-5_DUE570?theme=buy,22.3103686,114.2227035
GRAND DEL SOL・BLOCK 15,3 Rooms,Yuen Long Southeast,6.05M,739ft²,894ft²,https://hk.centanet.com/findproperty/en/detail/GRAND-DEL-SOL-BLOCK-15_COA857?theme=buy,22.4445376,114.0222076
Harbour Green・Tower 1,Low Floor・FLAT C・2 Rooms,Olympic Station,10M,516ft²,676ft²,https://hk.centanet.com/findproperty/en/detail/Harbour-Green-Tower-1_SWI479?theme=buy,,
Providence Bay・Phase 2 Providence Peak・Tower 6,Low Floor・3 Rooms,Pak Shek Kok,12.8M,"1,005ft²","1,282ft²",https://hk.centanet.com/findproperty/en/detail/Providence-Bay-Phase-2-Providence-Peak-Tower-6_ASI980?theme=buy,22.4280945,114.2082325
COASTAL SKYLINE・Phase 3 La Rossa・LA ROSSA B (TOWER 8),Low Floor・FLAT B・3 Rooms・(1 Suite),Tung Chung Town Centre,9.99M,883ft²,"1,183ft²",https://hk.centanet.com/findproperty/en/detail/COASTAL-SKYLINE-Phase-3-La-Rossa-LA-ROSSA-B-(TOWER-8)_FGG528?theme=buy,22.2873743,113.9425086
Friendship Court,3 Rooms,Happy Valley,10.6M,728ft²,,https://hk.centanet.com/findproperty/en/detail/Friendship-Court_TAO324?theme=buy,,
MANHATTAN HILL・TOWER 3,FLAT D・2 Rooms,Mei Foo,9.68M,538ft²,,https://hk.centanet.com/findproperty/en/detail/MANHATTAN-HILL-TOWER-3_MPM088?theme=buy,22.3366356,114.1402195
SEANORAMA・TOWER 3B,4 Rooms,Wu Kai Sha,22M,"1,222ft²",,https://hk.centanet.com/findproperty/en/detail/SEANORAMA-TOWER-3B_EMY586?theme=buy,,
Artisan House,High Floor・FLAT J・Studio,Sai Ying Pun,7.6M,221ft²,,https://hk.centanet.com/findproperty/en/detail/Artisan-House_LHO853?theme=buy,22.2875634,114.1417059
Imperial Cullinan・TOWER 6B,FLAT C・4 Rooms・(2 Suites),Olympic Station,32M,"1,164ft²","1,481ft²",https://hk.centanet.com/findproperty/en/detail/Imperial-Cullinan-TOWER-6B_UAC399?theme=buy,,
Felicity Garden・BLOCK 2,Low Floor・FLAT G・3 Rooms・(1 Suite),Sai Wan Ho,7.67M,652ft²,773ft²,https://hk.centanet.com/findproperty/en/detail/Felicity-Garden-BLOCK-2_DIO655?theme=buy,22.2824738,114.2227035
Galaxia・Tower D,Low Floor・FLAT 6・2 Rooms,Diamond Hill,8.8M,593ft²,752ft²,https://hk.centanet.com/findproperty/en/detail/Galaxia-Tower-D_SIG932?theme=buy,,
Belvedere Garden・Phase 3・Block 3,High Floor・FLAT E・3 Rooms,Belvedere,8.1M,728ft²,849ft²,https://hk.centanet.com/findproperty/en/detail/Belvedere-Garden-Phase-3-Block-3_CAF432?theme=buy,,
SMITHFIELD TERRACE・BLOCK C,Low Floor・FLAT 4・3 Rooms,Kennedy Town,6.99M,457ft²,615ft²,https://hk.centanet.com/findproperty/en/detail/SMITHFIELD-TERRACE-BLOCK-C_LDH687?theme=buy,22.2822235,114.1292619
Golden Lion Garden・Phase 2・Golden Coronet Court (Block G),Middle Floor・FLAT 3・3 Rooms,Tai Wai,4.68M,282ft²,446ft²,https://hk.centanet.com/findproperty/en/detail/Golden-Lion-Garden-Phase-2-Golden-Coronet-Court-(Block-G)_EBQ800?theme=buy,22.375941,114.178626
RESIDENCE OASIS・TOWER 7,High Floor・FLAT G・2 Rooms,Hang Hau,7.85M,488ft²,,https://hk.centanet.com/findproperty/en/detail/RESIDENCE-OASIS-TOWER-7_SDB314?theme=buy,22.3172623,114.2672828
Grand Promenade・Tower 5,Low Floor・FLAT F・2 Rooms,Sai Wan Ho,9.5M,498ft²,673ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Promenade-Tower-5_DKA878?theme=buy,22.2824738,114.2227035
The Gloucester,Low Floor・FLAT C・1 Room,Wan Chai,10M,368ft²,520ft²,https://hk.centanet.com/findproperty/en/detail/The-Gloucester_TDV740?theme=buy,22.276022,114.1751471
MONTE VISTA・BLOCK 8,Low Floor・FLAT E・2 Rooms,Wu Kai Sha,7.5M,553ft²,720ft²,https://hk.centanet.com/findproperty/en/detail/MONTE-VISTA-BLOCK-8_EEP042?theme=buy,,
YOHO TOWN・Phase 2 Yoho Midtown・BLOCK M2,Low Floor・FLAT A・2 Rooms,Yuen Long Station,6M,443ft²,573ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-Phase-2-Yoho-Midtown-BLOCK-M2_CQR149?theme=buy,22.4460876,114.0347702
The Parcville・TOWER 6,2 Rooms,Yuen Long Station,5.6M,460ft²,609ft²,https://hk.centanet.com/findproperty/en/detail/The-Parcville-TOWER-6_CPE820?theme=buy,22.4460876,114.0347702
Lake Silver・Tower 2,High Floor・FLAT F・2 Rooms,Wu Kai Sha,7.15M,544ft²,711ft²,https://hk.centanet.com/findproperty/en/detail/Lake-Silver-Tower-2_EMD304?theme=buy,,
Double Cove・PHASE 3 DOUBLE COVE STARVIEW PRIME・Block 16,Middle Floor・FLAT G・3 Rooms,Wu Kai Sha,15M,811ft²,,https://hk.centanet.com/findproperty/en/detail/Double-Cove-PHASE-3-DOUBLE-COVE-STARVIEW-PRIME-Block-16_EMR580?theme=buy,,
HENG FA CHUEN・BLOCK 3,High Floor・FLAT 8・2 Rooms,Heng Fa Chuen,6.38M,471ft²,583ft²,https://hk.centanet.com/findproperty/en/detail/HENG-FA-CHUEN-BLOCK-3_DGG535?theme=buy,,
CENTURY GATEWAY・Phase 1・TOWER 5,2 Rooms,Tuen Mun Town Centre,7M,488ft²,628ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1-TOWER-5_CWA570?theme=buy,22.3908295,113.9725126
SORRENTO・Phase 2・BLOCK 2,High Floor・FLAT A・3 Rooms・(1 Suite),Kowloon Station,32M,904ft²,"1,163ft²",https://hk.centanet.com/findproperty/en/detail/SORRENTO-Phase-2-BLOCK-2_SVV032?theme=buy,22.304306,114.161475
The Henley・Phase 1・Condominium A,Middle Floor・FLAT A・1 Room,Kai Tak New Area,7.5M,320ft²,,https://hk.centanet.com/findproperty/en/detail/The-Henley-Phase-1-Condominium-A_UGH738?theme=buy,22.3246084,114.1990482
RESIDENCE BEL-AIR・PHASE 2  SOUTH TOWER・TOWER 1,High Floor・FLAT A・3 Rooms,Residence Bel-air,81M,"1,955ft²","2,361ft²",https://hk.centanet.com/findproperty/en/detail/RESIDENCE-BEL-AIR-PHASE-2--SOUTH-TOWER-TOWER-1_TJG916?theme=buy,22.2545454,114.1326852
VICTORIA SKYE・OCEAN WAVES TOWER 2,Middle Floor・FLAT E・2 Rooms,Kai Tak New Area,8.6M,468ft²,,https://hk.centanet.com/findproperty/en/detail/VICTORIA-SKYE-OCEAN-WAVES-TOWER-2_UGD083?theme=buy,22.3246084,114.1990482
Green Code・TOWER 3,Low Floor・FLAT C・2 Rooms,Fanling,5.5M,505ft²,674ft²,https://hk.centanet.com/findproperty/en/detail/Green-Code-TOWER-3_EUB240?theme=buy,22.4916829,114.1414685
Heng Fa Chuen・Block 43,Low Floor・FLAT 8・4 Rooms,Heng Fa Chuen,10.88M,826ft²,974ft²,https://hk.centanet.com/findproperty/en/detail/Heng-Fa-Chuen-Block-43_DGA008?theme=buy,,
CITY ONE SHATIN・Site 1・BLOCK 12,High Floor・FLAT E・3 Rooms,City One Shatin,7.3M,504ft²,594ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-Site-1-BLOCK-12_EBH981?theme=buy,22.3867692,114.2026412
DOUBLE COVE・PHASE 2 DOUBLE COVE STARVIEW・BLOCK 19,High Floor・FLAT F・2 Rooms,Wu Kai Sha,8.03M,510ft²,,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-2-DOUBLE-COVE-STARVIEW-BLOCK-19_EMP669?theme=buy,,
Victoria Skye・OCEAN WAVES TOWER 3,Low Floor・FLAT C・1 Room,Kai Tak New Area,6.5M,336ft²,,https://hk.centanet.com/findproperty/en/detail/Victoria-Skye-OCEAN-WAVES-TOWER-3_UGD574?theme=buy,22.3246084,114.1990482
Kam Fung Court・KAM WAI HOUSE (BLOCK C),High Floor・FLAT 7・2 Rooms,Ma On Shan,5.5M,433ft²,596ft²,https://hk.centanet.com/findproperty/en/detail/Kam-Fung-Court-KAM-WAI-HOUSE-(BLOCK-C)_EEF954?theme=buy,22.4276756,114.2402751
SORRENTO・Phase 1・BLOCK 3,Low Floor・FLAT E・3 Rooms・(1 Suite),Kowloon Station,24.5M,961ft²,"1,274ft²",https://hk.centanet.com/findproperty/en/detail/SORRENTO-Phase-1-BLOCK-3_SVS276?theme=buy,22.304306,114.161475
Rainbow Garden・BLOCK D,Low Floor・FLAT 7・3 Rooms・(1 Suite),Chi Lok,5.5M,651ft²,761ft²,https://hk.centanet.com/findproperty/en/detail/Rainbow-Garden-BLOCK-D_CFS375?theme=buy,,
WORLD-WIDE GARDENS・LAUREL COURT (BLOCK 3A),Low Floor・FLAT A・2 Rooms,Tai Wai,12M,894ft²,"1,025ft²",https://hk.centanet.com/findproperty/en/detail/WORLD-WIDE-GARDENS-LAUREL-COURT-(BLOCK-3A)_AIB024?theme=buy,22.375941,114.178626
Fu Ning Garden・Block 5,Low Floor・FLAT H・3 Rooms,Hang Hau,6M,592ft²,659ft²,https://hk.centanet.com/findproperty/en/detail/Fu-Ning-Garden-Block-5_SAI253?theme=buy,22.3172623,114.2672828
Caine Mansion,Middle Floor・FLAT D・3 Rooms,Mid-Levels West,10.8M,698ft²,783ft²,https://hk.centanet.com/findproperty/en/detail/Caine-Mansion_LAH516?theme=buy,22.2839605,114.1439586
J Residence,Middle Floor・FLAT 10・2 Rooms,Wan Chai,11M,608ft²,826ft²,https://hk.centanet.com/findproperty/en/detail/J-Residence_TDT249?theme=buy,22.276022,114.1751471
TAIKOO SHING・HORIZON GARDENS・(T-56)  HOI TIEN MANSION,Low Floor・FLAT A・3 Rooms・(1 Suite),Taikoo Shing,14.28M,759ft²,876ft²,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-HORIZON-GARDENS-(T-56)--HOI-TIEN-MANSION_DAP112?theme=buy,22.2865471,114.2189883
The Grand Panorama・Block 4,Middle Floor・FLAT A・3 Rooms,Mid-Levels West,37.8M,"1,290ft²","1,612ft²",https://hk.centanet.com/findproperty/en/detail/The-Grand-Panorama-Block-4_LAX874?theme=buy,22.2839605,114.1439586
SCENEWAY GARDEN・BLOCK 17,High Floor・FLAT E・3 Rooms,Lam Tin,12M,720ft²,910ft²,https://hk.centanet.com/findproperty/en/detail/SCENEWAY-GARDEN-BLOCK-17_SPI631?theme=buy,22.3080199,114.2375638
Yoho Town・Phase 2 Yoho Midtown・Block M5,Low Floor・FLAT E・2 Rooms,Yuen Long Station,5.9M,454ft²,605ft²,https://hk.centanet.com/findproperty/en/detail/Yoho-Town-Phase-2-Yoho-Midtown-Block-M5_CQR755?theme=buy,22.4460876,114.0347702
PARK CENTRAL・Phase 2・TOWER 2,Middle Floor・FLAT H・2 Rooms,Tseung Kwan O,7.8M,465ft²,617ft²,https://hk.centanet.com/findproperty/en/detail/PARK-CENTRAL-Phase-2-TOWER-2_SCB021?theme=buy,22.3089111,114.2635572
The Papillons,Middle Floor・3 Rooms,Tseung Kwan O,14.3M,856ft²,,https://hk.centanet.com/findproperty/en/detail/The-Papillons_UEZ409?theme=buy,22.3089111,114.2635572
CHUNG MING COURT・YIN MING HOUSE (BLOCK C),FLAT 1・2 Rooms,Hang Hau,3.8M,401ft²,,https://hk.centanet.com/findproperty/en/detail/CHUNG-MING-COURT-YIN-MING-HOUSE-(BLOCK-C)_SBF068?theme=buy,22.3172623,114.2672828
Vibe Centro・Tower 1B,Low Floor・FLAT C・Studio,Kai Tak New Area,5M,228ft²,,https://hk.centanet.com/findproperty/en/detail/Vibe-Centro-Tower-1B_UGB201?theme=buy,22.3246084,114.1990482
AZURA,3 Rooms・(1 Suite),Mid-Levels West,42M,"1,301ft²","1,679ft²",https://hk.centanet.com/findproperty/en/detail/AZURA_LCW442?theme=buy,22.2839605,114.1439586
Redland Garden,Middle Floor・2 Rooms,Tai Po Luxury/Mid-levels,8.5M,780ft²,956ft²,https://hk.centanet.com/findproperty/en/detail/Redland-Garden_AAD746?theme=buy,22.2816223,114.147865
No. 63 Pok Fu Lam Road・Tower 2 (Emerald House),High Floor・FLAT F・1 Room,Mid-Levels West,9M,281ft²,,https://hk.centanet.com/findproperty/en/detail/No--63-Pok-Fu-Lam-Road-Tower-2-(Emerald-House)_LJC272?theme=buy,22.2839605,114.1439586
PARK ONE,Low Floor・FLAT A・4 Rooms・(1 Suite),Sham Shui Po,10.3M,595ft²,,https://hk.centanet.com/findproperty/en/detail/PARK-ONE_MXA908?theme=buy,22.3285899,114.1602846
New Haven・TOWER 3,Middle Floor・FLAT A・2 Rooms,Tsuen Wan Town Centre,8.5M,527ft²,707ft²,https://hk.centanet.com/findproperty/en/detail/New-Haven-TOWER-3_CLF231?theme=buy,22.3699122,114.1144306
THE WARREN,FLAT B・1 Room,Tai Hang,8.68M,383ft²,543ft²,https://hk.centanet.com/findproperty/en/detail/THE-WARREN_DNH194?theme=buy,22.2751881,114.1937244
VICTORIA SKYE・OCEAN WAVES TOWER 3,Middle Floor・FLAT A・3 Rooms,Kai Tak New Area,13.5M,640ft²,,https://hk.centanet.com/findproperty/en/detail/VICTORIA-SKYE-OCEAN-WAVES-TOWER-3_UGD620?theme=buy,22.3246084,114.1990482
Artisan House,Low Floor・FLAT J・Studio,Sai Ying Pun,6.4M,197ft²,,https://hk.centanet.com/findproperty/en/detail/Artisan-House_LHO643?theme=buy,22.2875634,114.1417059
Bohemian House,High Floor・FLAT A・2 Rooms,Sai Ying Pun,15M,488ft²,,https://hk.centanet.com/findproperty/en/detail/Bohemian-House_LHO281?theme=buy,22.2875634,114.1417059
The Long Beach・TOWER 7,Low Floor・FLAT D・3 Rooms・(1 Suite),Olympic Station,15.3M,790ft²,"1,066ft²",https://hk.centanet.com/findproperty/en/detail/The-Long-Beach-TOWER-7_UAG613?theme=buy,,
LA COSTA・BLOCK 2,FLAT D・2 Rooms,Ma On Shan,8M,466ft²,635ft²,https://hk.centanet.com/findproperty/en/detail/LA-COSTA-BLOCK-2_EGA013?theme=buy,22.4276756,114.2402751
Grand Promenade・TOWER 1,High Floor・FLAT C・2 Rooms,Sai Wan Ho,11M,462ft²,641ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Promenade-TOWER-1_DKB417?theme=buy,22.2824738,114.2227035
YOHO TOWN・PHASE 2 YOHO MIDTOWN・BLOCK M1,High Floor・3 Rooms,Yuen Long Station,7.8M,607ft²,793ft²,https://hk.centanet.com/findproperty/en/detail/YOHO-TOWN-PHASE-2-YOHO-MIDTOWN-BLOCK-M1_CQS552?theme=buy,22.4460876,114.0347702
No. 63 Pok Fu Lam Road・Tower 1 (Amber House),High Floor・FLAT A・1 Room,Mid-Levels West,11.08M,305ft²,,https://hk.centanet.com/findproperty/en/detail/No--63-Pok-Fu-Lam-Road-Tower-1-(Amber-House)_LJC487?theme=buy,22.2839605,114.1439586
st Martin・Phase 1,High Floor・2 Rooms,Pak Shek Kok,7.9M,442ft²,,https://hk.centanet.com/findproperty/en/detail/st-Martin-Phase-1_AUF077?theme=buy,22.4280945,114.2082325
Grand Promenade・Tower 5,High Floor・FLAT G・2 Rooms,Sai Wan Ho,10.3M,498ft²,673ft²,https://hk.centanet.com/findproperty/en/detail/Grand-Promenade-Tower-5_DKA653?theme=buy,22.2824738,114.2227035
Clovelly Court・BLOCK 2,Middle Floor・FLAT C・3 Rooms・(1 Suite),Mid-Levels Central,55M,"1,588ft²",,https://hk.centanet.com/findproperty/en/detail/Clovelly-Court-BLOCK-2_TGC515?theme=buy,22.2838464,114.1549689
Granville Garden,Middle Floor・FLAT A・3 Rooms,Tai Wai,9.38M,864ft²,"1,118ft²",https://hk.centanet.com/findproperty/en/detail/Granville-Garden_EBW969?theme=buy,22.375941,114.178626
THE HERMITAGE・TOWER 8,High Floor・FLAT C・4 Rooms,Olympic Station,22.5M,827ft²,"1,088ft²",https://hk.centanet.com/findproperty/en/detail/THE-HERMITAGE-TOWER-8_UAB141?theme=buy,,
The Visionary・TOWER 8,Middle Floor・FLAT A・3 Rooms・(1 Suite),Tung Chung Town Centre,12.5M,"1,033ft²",,https://hk.centanet.com/findproperty/en/detail/The-Visionary-TOWER-8_FGT492?theme=buy,22.2873743,113.9425086
Lai Bo Garden・Block 1,Middle Floor・FLAT C・2 Rooms,Cheung Sha Wan,5.5M,389ft²,536ft²,https://hk.centanet.com/findproperty/en/detail/Lai-Bo-Garden-Block-1_MML251?theme=buy,22.3358055,114.1494892
Crescent Green・Tower 5,Low Floor・3 Rooms,Kam Tin,9.28M,916ft²,,https://hk.centanet.com/findproperty/en/detail/Crescent-Green-Tower-5_GAG008?theme=buy,22.440058,114.0650077
IMPERIAL VILLAS・Phase 2・TOWER 10,FLAT C・2 Rooms,Ping Shan,4.8M,466ft²,603ft²,https://hk.centanet.com/findproperty/en/detail/IMPERIAL-VILLAS-Phase-2-TOWER-10_CPG520?theme=buy,22.4406709,114.0083831
Emerald Garden,High Floor・FLAT A・3 Rooms,Mid-Levels West,19.8M,971ft²,"1,160ft²",https://hk.centanet.com/findproperty/en/detail/Emerald-Garden_LBE048?theme=buy,22.2839605,114.1439586
Roc Ye Court,High Floor・FLAT A・3 Rooms,Mid-Levels West,14.9M,792ft²,"1,026ft²",https://hk.centanet.com/findproperty/en/detail/Roc-Ye-Court_LBE524?theme=buy,22.2839605,114.1439586
HEYA GREEN・TOWER 2,FLAT B・2 Rooms,Cheung Sha Wan,7.5M,493ft²,611ft²,https://hk.centanet.com/findproperty/en/detail/HEYA-GREEN-TOWER-2_MPR618?theme=buy,22.3358055,114.1494892
LOHAS PARK・Phase 1 The Capitol・OSLO (TOWER 5 - L WING),Low Floor・FLAT A・3 Rooms・(1 Suite),Lohas Park,7.8M,713ft²,956ft²,https://hk.centanet.com/findproperty/en/detail/LOHAS-PARK-Phase-1-The-Capitol-OSLO-(TOWER-5---L-WING)_SZC230?theme=buy,22.2944817,114.2702546
Serenade・TOWER 1,3 Rooms・(1 Suite),Tai Hang Mid-Levels,21M,788ft²,,https://hk.centanet.com/findproperty/en/detail/Serenade-TOWER-1_TBE728?theme=buy,22.2816223,114.147865
Sheung Shui Centre・Block 4,Low Floor・FLAT H・3 Rooms,Sheung Shui,7.5M,532ft²,699ft²,https://hk.centanet.com/findproperty/en/detail/Sheung-Shui-Centre-Block-4_ENG369?theme=buy,22.5112008,114.1260991
Green Code・Tower 1,Low Floor・FLAT E・Studio,Fanling,3.88M,300ft²,384ft²,https://hk.centanet.com/findproperty/en/detail/Green-Code-Tower-1_EUB859?theme=buy,22.4916829,114.1414685
GRAND VICTORIA・Phase 1・TOWER 3B,Low Floor・FLAT A・2 Rooms,Nam Cheong Station,14.2M,597ft²,,https://hk.centanet.com/findproperty/en/detail/GRAND-VICTORIA-Phase-1-TOWER-3B_MXO363?theme=buy,22.3267772,114.1536799
TAIKOO SHING・Tsui Woo Terrace,Low Floor・FLAT C・2 Rooms,Taikoo Shing,7.5M,489ft²,585ft²,https://hk.centanet.com/findproperty/en/detail/TAIKOO-SHING-Tsui-Woo-Terrace_DAN809?theme=buy,22.2865471,114.2189883
HONG LOK YUEN,House・3 Rooms・(2 Suites),Hong Lok Yuen,42M,"2,088ft²","3,100ft²",https://hk.centanet.com/findproperty/en/detail/HONG-LOK-YUEN_AAA120?theme=buy,22.4636115,114.1546972
La Costa・Block 1,High Floor・FLAT H・3 Rooms,Ma On Shan,12.88M,813ft²,"1,097ft²",https://hk.centanet.com/findproperty/en/detail/La-Costa-Block-1_EFB130?theme=buy,22.4276756,114.2402751
Villa Camellia,3 Rooms,Ngau Tam Mei,16.8M,"1,320ft²","1,337ft²",https://hk.centanet.com/findproperty/en/detail/Villa-Camellia_ELA058?theme=buy,22.475807,114.060107
Solaria・Tower 9,High Floor・1 Room,Pak Shek Kok,5.8M,336ft²,,https://hk.centanet.com/findproperty/en/detail/Solaria-Tower-9_AUC695?theme=buy,22.4280945,114.2082325
TIM PO COURT・PHASE 2,NO. 43・3 Rooms,Mid-Levels West,11M,493ft²,793ft²,https://hk.centanet.com/findproperty/en/detail/TIM-PO-COURT-PHASE-2_LBE951?theme=buy,22.2839605,114.1439586
The Hermitage・TOWER 6,High Floor・FLAT B・3 Rooms・(1 Suite),Olympic Station,31M,"1,052ft²","1,371ft²",https://hk.centanet.com/findproperty/en/detail/The-Hermitage-TOWER-6_UAA637?theme=buy,,
Tycoon Place,4 Rooms,Tai Po Luxury/Mid-levels,37M,"2,706ft²","3,598ft²",https://hk.centanet.com/findproperty/en/detail/Tycoon-Place_AAD390?theme=buy,22.2816223,114.147865
Formwell Garden,FLAT A・3 Rooms,Happy Valley,24.8M,"1,267ft²","1,600ft²",https://hk.centanet.com/findproperty/en/detail/Formwell-Garden_TAM502?theme=buy,,
LA VETTA,Middle Floor・FLAT A・4 Rooms,Kau To Shan,28.5M,"1,903ft²",,https://hk.centanet.com/findproperty/en/detail/LA-VETTA_AUH727?theme=buy,22.4166667,114.1833333
The Harbourside・TOWER 2,Low Floor・FLAT F・2 Rooms・(1 Suite),Kowloon Station,25M,795ft²,"1,084ft²",https://hk.centanet.com/findproperty/en/detail/The-Harbourside-TOWER-2_SWM813?theme=buy,22.304306,114.161475
