name,room_numbers,address,price,usable_area,gross_floor_area,url
MARBELLA・BLOCK 2 (TOWER B),3 Rooms,Ma On Shan,"23,000",818ft²,"1,060ft²",https://hk.centanet.com/findproperty/en/detail/MARBELLA-BLOCK-2-(TOWER-B)_EEW999?theme=rent
CENTURY GATEWAY・Phase 1,2 Rooms,Tuen Mun Town Centre,"17,000",481ft²,626ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-Phase-1_CWA069?theme=rent
ALTISSIMO・TOWER 3,Low Floor・FLAT G・1 Room,Wu Kai Sha,"14,500",309ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ALTISSIMO-TOWER-3_EQA734?theme=rent
ONE．ARTLANE,FLAT D・1 Room,Sai Ying Pun,"21,000",259ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ONE-ARTLANE_LHP923?theme=rent
Parkland Villas・Block 2,Low Floor・3 Rooms,Siu Hong,"13,500",499ft²,715ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-Block-2_CGU862?theme=rent
THE ARLES・TOWER 1,Middle Floor・FLAT H・2 Rooms,Fo Tan,"23,000",568ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-ARLES-TOWER-1_AUY787?theme=rent
Flora Plaza・Block 7,High Floor・FLAT D・2 Rooms,Fanling,"12,000",370ft²,519ft²,https://hk.centanet.com/findproperty/en/detail/Flora-Plaza-Block-7_ENM849?theme=rent
Tai Wai New Village,House・3 Rooms・(1 Suite),Tai Wai,"16,800",700ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Tai-Wai-New-Village_EVF322?theme=rent
Park Mediterranean・Tower 2,Middle Floor・1 Room,Sai Kung Town Centre,"16,300",433ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Mediterranean-Tower-2_MTE574?theme=rent
Residence Oasis・Tower 7,Low Floor・FLAT F・2 Rooms,Hang Hau,"19,000",508ft²,678ft²,https://hk.centanet.com/findproperty/en/detail/Residence-Oasis-Tower-7_SCI013?theme=rent
City One Shatin・Site 4,Low Floor・1 Room,City One Shatin,"13,500",284ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/City-One-Shatin-Site-4_EBH976?theme=rent
ST. BARTHS・PHASE 1・MAPLE COURT TOWER 2,1 Room,Wu Kai Sha,"16,000",388ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ST--BARTHS-PHASE-1-MAPLE-COURT-TOWER-2_EQB188?theme=rent
TUEN MUN TOWN PLAZA・Phase 3・BLOCK 8,2 Rooms,Tuen Mun Town Centre,"12,000",399ft²,550ft²,https://hk.centanet.com/findproperty/en/detail/TUEN-MUN-TOWN-PLAZA-Phase-3-BLOCK-8_CEJ632?theme=rent
Uptown Plaza,High Floor・2 Rooms,Tai Po Town Centre,"18,000",489ft²,599ft²,https://hk.centanet.com/findproperty/en/detail/Uptown-Plaza_AMJ416?theme=rent
FANLING TOWN CENTER・FORUM COURT (BLOCK 6),FLAT A・2 Rooms,Fanling,"13,500",399ft²,533ft²,https://hk.centanet.com/findproperty/en/detail/FANLING-TOWN-CENTER-FORUM-COURT-(BLOCK-6)_EOI532?theme=rent
MAYFAIR BY THE SEA 8,2 Rooms,Pak Shek Kok,"19,000",497ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MAYFAIR-BY-THE-SEA-8_AUJ812?theme=rent
Kingswood Villas・Phase 3 Chestwood Court・,High Floor・FLAT A・3 Rooms・(1 Suite),Tin Shui Wai,"14,500",636ft²,815ft²,https://hk.centanet.com/findproperty/en/detail/Kingswood-Villas-Phase-3-Chestwood-Court-_CJR690?theme=rent
CENTRA HORIZON・TOWER 10,1 Room,Pak Shek Kok,"16,000",304ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON-TOWER-10_AUK722?theme=rent
THE SHERWOOD・TOWER 3,High Floor・FLAT E・3 Rooms,Lam Tei,"12,000",568ft²,767ft²,https://hk.centanet.com/findproperty/en/detail/THE-SHERWOOD-TOWER-3_CIU578?theme=rent
THE PALAZZO・BLOCK 11,Middle Floor・FLAT C・2 Rooms,Fo Tan,"23,500",537ft²,686ft²,https://hk.centanet.com/findproperty/en/detail/THE-PALAZZO-BLOCK-11_ASC459?theme=rent
THE SHERWOOD・TOWER 2,Middle Floor・FLAT H・2 Rooms,Lam Tei,"10,500",362ft²,486ft²,https://hk.centanet.com/findproperty/en/detail/THE-SHERWOOD-TOWER-2_CIU485?theme=rent
Full Scene Garden・Block 1,High Floor・FLAT H・2 Rooms,Tai Po Town Centre,"14,500",365ft²,493ft²,https://hk.centanet.com/findproperty/en/detail/Full-Scene-Garden-Block-1_AMI626?theme=rent
La Grove・Block 1,High Floor・FLAT H・2 Rooms,Shap Pat Heung,"13,000",480ft²,625ft²,https://hk.centanet.com/findproperty/en/detail/La-Grove-Block-1_CQU556?theme=rent
DELIGHTFUL MANSION,FLAT B・2 Rooms,North Point,"16,800",409ft²,500ft²,https://hk.centanet.com/findproperty/en/detail/DELIGHTFUL-MANSION_DLP477?theme=rent
The Vineyard,3 Rooms,Ngau Tam Mei,"48,800","1,772ft²","2,816ft²",https://hk.centanet.com/findproperty/en/detail/The-Vineyard_EIA474?theme=rent
SILICON HILL・PHASE 1・GREENWOOD TOWER 3,2 Rooms,Pak Shek Kok,"18,800",405ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SILICON-HILL-PHASE-1-GREENWOOD-TOWER-3_GCB006?theme=rent
CLASSICAL GARDENS・Phase 3 Dynasty View,Middle Floor・3 Rooms,Tai Po Market,"26,800",922ft²,"1,155ft²",https://hk.centanet.com/findproperty/en/detail/CLASSICAL-GARDENS-Phase-3-Dynasty-View_ANE919?theme=rent
Oceania Heights・Tower 2,High Floor・FLAT F・2 Rooms,Tuen Mun South,"14,500",457ft²,617ft²,https://hk.centanet.com/findproperty/en/detail/Oceania-Heights-Tower-2_CHC436?theme=rent
TAI PO CENTRE・PHASE 3,Middle Floor・FLAT C・2 Rooms,Tai Po Town Centre,"12,500",315ft²,431ft²,https://hk.centanet.com/findproperty/en/detail/TAI-PO-CENTRE-PHASE-3_AMT416?theme=rent
Kadoorie Villas,4 Rooms,Ngau Tam Mei,"35,000","1,972ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Kadoorie-Villas_EIE468?theme=rent
Green Code・Tower 3,Middle Floor・FLAT G・2 Rooms,Fanling,"14,500",457ft²,609ft²,https://hk.centanet.com/findproperty/en/detail/Green-Code-Tower-3_EUB374?theme=rent
Tuen Mun Town Plaza・Phase 2・Block 1,Low Floor・FLAT G・2 Rooms,Tuen Mun Town Centre,"11,800",335ft²,437ft²,https://hk.centanet.com/findproperty/en/detail/Tuen-Mun-Town-Plaza-Phase-2-Block-1_CHB671?theme=rent
THE ARLES・TOWER 1,Middle Floor・FLAT E・2 Rooms,Fo Tan,"25,000",573ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-ARLES-TOWER-1_AUZ012?theme=rent
THE PALAZZO・BLOCK 2,Middle Floor・FLAT D・2 Rooms,Fo Tan,"22,800",555ft²,717ft²,https://hk.centanet.com/findproperty/en/detail/THE-PALAZZO-BLOCK-2_ASB115?theme=rent
SIU ON COURT・TING KAY HOUSE (BLOCK J),2 Rooms,Tuen Mun South,"11,800",495ft²,591ft²,https://hk.centanet.com/findproperty/en/detail/SIU-ON-COURT-TING-KAY-HOUSE-(BLOCK-J)_CGL002?theme=rent
SILICON HILL・PHASE 1・GREENWOOD TOWER 3,Low Floor・2 Rooms,Pak Shek Kok,"16,500",412ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SILICON-HILL-PHASE-1-GREENWOOD-TOWER-3_GCB064?theme=rent
Hong Tak Gardens・Tower 2,Middle Floor・FLAT H・2 Rooms,Tuen Mun North,"10,800",415ft²,546ft²,https://hk.centanet.com/findproperty/en/detail/Hong-Tak-Gardens-Tower-2_CEO030?theme=rent
JUBILEE GARDEN・BLOCK 4,2 Rooms,Fo Tan,"17,000",498ft²,623ft²,https://hk.centanet.com/findproperty/en/detail/JUBILEE-GARDEN-BLOCK-4_ECD413?theme=rent
Jloft,Low Floor・FLAT B・Studio,Sham Shui Po,"12,500",204ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Jloft_MXW316?theme=rent
SYMPHONY BAY・VILLA CONCERTO・BLOCK 6,High Floor・FLAT E・3 Rooms・(1 Suite),Sai Sha,"36,000","1,123ft²","1,286ft²",https://hk.centanet.com/findproperty/en/detail/SYMPHONY-BAY-VILLA-CONCERTO-BLOCK-6_MSJ427?theme=rent
Hampton Place,Middle Floor・FLAT G・2 Rooms,Olympic Station,"19,800",450ft²,637ft²,https://hk.centanet.com/findproperty/en/detail/Hampton-Place_SVS713?theme=rent
CITY ONE SHATIN・SITE 3・BLOCK 32,FLAT E・3 Rooms,City One Shatin,"18,000",451ft²,562ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-3-BLOCK-32_ECI142?theme=rent
SADDLE RIDGE GARDEN・BLOCK 8,Middle Floor・FLAT J・2 Rooms,Ma On Shan,"13,000",482ft²,564ft²,https://hk.centanet.com/findproperty/en/detail/SADDLE-RIDGE-GARDEN-BLOCK-8_EGB559?theme=rent
Imperial Villas・Phase 1・Tower 2,FLAT A・2 Rooms,Ping Shan,"13,000",446ft²,580ft²,https://hk.centanet.com/findproperty/en/detail/Imperial-Villas-Phase-1-Tower-2_COP209?theme=rent
Evergreen Court,High Floor・FLAT E・3 Rooms,Tai Po Town Centre,"18,000",631ft²,802ft²,https://hk.centanet.com/findproperty/en/detail/Evergreen-Court_ANB967?theme=rent
SERENITY PARK・PHASE 1・BLOCK 11,Low Floor・2 Rooms,Tai Po Town Centre,"13,000",400ft²,530ft²,https://hk.centanet.com/findproperty/en/detail/SERENITY-PARK-PHASE-1-BLOCK-11_AMW546?theme=rent
Symphony Garden・Tower 1,High Floor・FLAT F・3 Rooms,Hung Shui Kiu North New Development Area,"14,000",567ft²,719ft²,https://hk.centanet.com/findproperty/en/detail/Symphony-Garden-Tower-1_CON878?theme=rent
SERENITY PARK・PHASE 1・BLOCK 11,Low Floor・1 Room,Tai Po Town Centre,"13,000",355ft²,471ft²,https://hk.centanet.com/findproperty/en/detail/SERENITY-PARK-PHASE-1-BLOCK-11_AMX371?theme=rent
TAI PO CENTRE・Phase 3,High Floor・2 Rooms,Tai Po Town Centre,"12,800",315ft²,431ft²,https://hk.centanet.com/findproperty/en/detail/TAI-PO-CENTRE-Phase-3_AMG051?theme=rent
WAI WAH CENTRE・BLOCK 2,FLAT B・2 Rooms,Sha Tin,"15,500",358ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/WAI-WAH-CENTRE-BLOCK-2_EBJ712?theme=rent
Sunshine Grove・Block 2,High Floor・2 Rooms,Siu Lek Yuen,"17,000",470ft²,619ft²,https://hk.centanet.com/findproperty/en/detail/Sunshine-Grove-Block-2_EAK950?theme=rent
SUNSHINE CITY・PHASE 4・BLOCK K,3 Rooms,Ma On Shan,"20,000",519ft²,697ft²,https://hk.centanet.com/findproperty/en/detail/SUNSHINE-CITY-PHASE-4-BLOCK-K_EEL721?theme=rent
Beneville,Middle Floor・2 Rooms,Siu Hong,"12,000",428ft²,577ft²,https://hk.centanet.com/findproperty/en/detail/Beneville_CIA609?theme=rent
SIU HONG COURT・SIU FAI HOUSE (BLOCK O),Low Floor・FLAT 6・2 Rooms,Siu Hong,"9,800",414ft²,499ft²,https://hk.centanet.com/findproperty/en/detail/SIU-HONG-COURT-SIU-FAI-HOUSE-(BLOCK-O)_CHA520?theme=rent
SOLARIA,High Floor・2 Rooms,Pak Shek Kok,"19,000",453ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SOLARIA_AUC642?theme=rent
SILICON HILL・PHASE 1・GREENWOOD TOWER 3,High Floor・2 Rooms,Pak Shek Kok,"19,000",416ft²,N/A,https://hk.centanet.com/findproperty/en/detail/SILICON-HILL-PHASE-1-GREENWOOD-TOWER-3_GCA972?theme=rent
CENTURY GATEWAY・PHASE 1・TOWER 2,2 Rooms,Tuen Mun Town Centre,"17,000",480ft²,623ft²,https://hk.centanet.com/findproperty/en/detail/CENTURY-GATEWAY-PHASE-1-TOWER-2_CWA471?theme=rent
THE ARLES・TOWER 2,High Floor・FLAT F・3 Rooms,Fo Tan,"34,300",774ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-ARLES-TOWER-2_AUZ869?theme=rent
THE PAVILIA FARM・PHASE 1・TOWER 2 (2A),Middle Floor・FLAT D・1 Room,Tai Wai,"20,000",350ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-PHASE-1-TOWER-2-(2A)_AUU674?theme=rent
TREASURE GARDEN・BLOCK B,3 Rooms,Tai Po Town Centre,"16,000",519ft²,643ft²,https://hk.centanet.com/findproperty/en/detail/TREASURE-GARDEN-BLOCK-B_ANF103?theme=rent
CITY ONE SHATIN・SITE 3・BLOCK 29,2 Rooms,City One Shatin,"14,800",327ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-3-BLOCK-29_EAZ832?theme=rent
CITY ONE SHATIN・SITE 1・BLOCK 12,3 Rooms,City One Shatin,"18,500",504ft²,594ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-1-BLOCK-12_ECL167?theme=rent
#LYOS・MAISONETTE BUILDING D,3 Rooms・(1 Suite),Hung Shui Kiu North New Development Area,"31,500",778ft²,N/A,https://hk.centanet.com/findproperty/en/detail/%23LYOS-MAISONETTE-BUILDING-D_GAI167?theme=rent
OCEAN CAMINO・PHASE 2・TOWER 3,Low Floor・FLAT B・1 Room,So Kwun Wat,"11,000",312ft²,N/A,https://hk.centanet.com/findproperty/en/detail/OCEAN-CAMINO-PHASE-2-TOWER-3_GBA587?theme=rent
Grand Victoria・Phase 3・Tower 2,Low Floor・FLAT D・1 Room,Nam Cheong Station,"19,000",311ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Grand-Victoria-Phase-3-Tower-2_MXO746?theme=rent
THE HORIZON・COURT C TOWER 1,High Floor・FLAT E・2 Rooms,Pak Shek Kok,"18,400",515ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-HORIZON-COURT-C-TOWER-1_AUI463?theme=rent
CITY ONE SHATIN・Site 1・BLOCK 9,Middle Floor・FLAT B・3 Rooms,City One Shatin,"19,000",451ft²,544ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-Site-1-BLOCK-9_ECH931?theme=rent
MAYFAIR BY THE SEA 8・TOWER 3B,2 Rooms,Pak Shek Kok,"18,500",494ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MAYFAIR-BY-THE-SEA-8-TOWER-3B_AUJ496?theme=rent
KAR WAH BUILDING,1 Room,Tuen Mun San Hui,"9,000",270ft²,350ft²,https://hk.centanet.com/findproperty/en/detail/KAR-WAH-BUILDING_CGI795?theme=rent
Goodview Garden・Tower 2,FLAT 7・2 Rooms,Tuen Mun South,"12,000",347ft²,497ft²,https://hk.centanet.com/findproperty/en/detail/Goodview-Garden-Tower-2_CGN737?theme=rent
Mount Pavilia,High Floor・FLAT C・4 Rooms,Clear Water Bay,"70,000","1,537ft²",N/A,https://hk.centanet.com/findproperty/en/detail/Mount-Pavilia_MTF523?theme=rent
THE GRAND PANORAMA・BLOCK 4,3 Rooms,Mid-Levels West,"62,000","1,290ft²","1,612ft²",https://hk.centanet.com/findproperty/en/detail/THE-GRAND-PANORAMA-BLOCK-4_LAR428?theme=rent
Ming Nga Court,High Floor・2 Rooms,Tai Po Town Centre,"14,800",438ft²,593ft²,https://hk.centanet.com/findproperty/en/detail/Ming-Nga-Court_ANF460?theme=rent
Belair Gardens・Kingston Heights (Block K),Low Floor・FLAT B・3 Rooms,Sha Tin,"23,000",896ft²,"1,228ft²",https://hk.centanet.com/findproperty/en/detail/Belair-Gardens-Kingston-Heights-(Block-K)_ECJ179?theme=rent
ST MARTIN・PHASE 1・TOWER 7,Studio,Pak Shek Kok,"13,000",278ft²,N/A,https://hk.centanet.com/findproperty/en/detail/ST-MARTIN-PHASE-1-TOWER-7_AUE849?theme=rent
Dynasty Heights・Tropicana・Tropicana 2 (Block 25),Middle Floor・FLAT E・2 Rooms,Lung Ping,"26,000",633ft²,839ft²,https://hk.centanet.com/findproperty/en/detail/Dynasty-Heights-Tropicana-Tropicana-2-(Block-25)_MAB146?theme=rent
Siu Hei Court・ON HEI HOUSE (BLOCK A),High Floor・FLAT 5・2 Rooms,Tuen Mun Ferry Pier,"10,000",363ft²,495ft²,https://hk.centanet.com/findproperty/en/detail/Siu-Hei-Court-ON-HEI-HOUSE-(BLOCK-A)_CFT762?theme=rent
Goodview Garden・Tower 5,High Floor・FLAT 8・2 Rooms,Tuen Mun South,"11,000",301ft²,435ft²,https://hk.centanet.com/findproperty/en/detail/Goodview-Garden-Tower-5_CEE552?theme=rent
YAT NGA COURT・YAT WING HOUSE (BLOCK A),2 Rooms,Tai Po Town Centre,"15,000",443ft²,590ft²,https://hk.centanet.com/findproperty/en/detail/YAT-NGA-COURT-YAT-WING-HOUSE-(BLOCK-A)_AMR618?theme=rent
GOLDEN LION GARDEN・Phase 2・GOLDEN MASCOT COURT (BLOCK B),High Floor・FLAT 5・1 Room,Tai Wai,"13,000",321ft²,522ft²,https://hk.centanet.com/findproperty/en/detail/GOLDEN-LION-GARDEN-Phase-2-GOLDEN-MASCOT-COURT-(BLOCK-B)_EBB937?theme=rent
Parc Versailles・Phase 2・Block 26,Low Floor・FLAT A・3 Rooms・(1 Suite),Tai Po Luxury/Mid-levels,"28,000","1,020ft²","1,185ft²",https://hk.centanet.com/findproperty/en/detail/Parc-Versailles-Phase-2-Block-26_AMQ688?theme=rent
Dragons Range,Middle Floor・3 Rooms・(1 Suite),Kau To Shan,"35,000",958ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Dragons-Range_AST647?theme=rent
Kam Shan Building,High Floor・FLAT E・1 Room,Tai Wai,"14,300",346ft²,445ft²,https://hk.centanet.com/findproperty/en/detail/Kam-Shan-Building_ECJ130?theme=rent
Marina Garden,3 Rooms,Tuen Mun Ferry Pier,"12,000",567ft²,764ft²,https://hk.centanet.com/findproperty/en/detail/Marina-Garden_CFJ931?theme=rent
Tin Sam Village Sha Tin,House・2 Rooms,Tai Wai,"22,000",700ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Tin-Sam-Village-Sha-Tin_EBA488?theme=rent
REVE PLAZA,2 Rooms,Tai Po Town Centre,"13,200",439ft²,565ft²,https://hk.centanet.com/findproperty/en/detail/REVE-PLAZA_AMB266?theme=rent
Park Signature・TOWER 10,Low Floor・FLAT K・Studio,Shap Pat Heung,"10,500",301ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Park-Signature-TOWER-10_CVP018?theme=rent
The Trend Plaza,2 Rooms,Tuen Mun Town Centre,"11,000",346ft²,452ft²,https://hk.centanet.com/findproperty/en/detail/The-Trend-Plaza_CFM448?theme=rent
Mayfair By The Sea 8・Tower 1,Middle Floor・3 Rooms,Pak Shek Kok,"36,000",859ft²,N/A,https://hk.centanet.com/findproperty/en/detail/Mayfair-By-The-Sea-8-Tower-1_AUJ567?theme=rent
THE PAVILIA FARM・PHASE 2・TOWER 5 (5B),2 Rooms,Tai Wai,"26,000",521ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-PHASE-2-TOWER-5-(5B)_AUT852?theme=rent
THE PAVILIA FARM・Phase 2・TOWER 6 (6A),High Floor・FLAT C・2 Rooms,Tai Wai,"27,500",487ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-PAVILIA-FARM-Phase-2-TOWER-6-(6A)_AUU261?theme=rent
GRANDEUR GARDEN・BLOCK 4,FLAT D・1 Room,Tai Wai,"16,500",340ft²,463ft²,https://hk.centanet.com/findproperty/en/detail/GRANDEUR-GARDEN-BLOCK-4_EBZ209?theme=rent
BELAIR MONTE・BLOCK 7,Middle Floor・FLAT A・2 Rooms,Fanling,"12,000",445ft²,630ft²,https://hk.centanet.com/findproperty/en/detail/BELAIR-MONTE-BLOCK-7_EOK640?theme=rent
Kam Fung Court・Kam Lan House (Block J),2 Rooms,Ma On Shan,"16,500",545ft²,745ft²,https://hk.centanet.com/findproperty/en/detail/Kam-Fung-Court-Kam-Lan-House-(Block-J)_EMT776?theme=rent
CITY ONE SHATIN・SITE 4・BLOCK 45,2 Rooms,City One Shatin,"14,000",304ft²,410ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-SITE-4-BLOCK-45_EAS583?theme=rent
TUEN MUN TOWN PLAZA,2 Rooms,Tuen Mun Town Centre,"12,800",438ft²,598ft²,https://hk.centanet.com/findproperty/en/detail/TUEN-MUN-TOWN-PLAZA_CHA136?theme=rent
BAYCREST・BLOCK 4,2 Rooms,Ma On Shan,"21,000",586ft²,790ft²,https://hk.centanet.com/findproperty/en/detail/BAYCREST-BLOCK-4_EER307?theme=rent
WAI WAH CENTRE・BLOCK 2,Middle Floor・FLAT E・2 Rooms,Sha Tin,"16,800",358ft²,483ft²,https://hk.centanet.com/findproperty/en/detail/WAI-WAH-CENTRE-BLOCK-2_EBW639?theme=rent
MONT VERT・PHASE 1・TOWER 3,3 Rooms,Tai Po Town Centre,"21,000",751ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MONT-VERT-PHASE-1-TOWER-3_ASR810?theme=rent
Siu Hong Court・SIU KIN HOUSE (BLOCK F),Middle Floor・FLAT 8・2 Rooms,Siu Hong,"10,800",414ft²,505ft²,https://hk.centanet.com/findproperty/en/detail/Siu-Hong-Court-SIU-KIN-HOUSE-(BLOCK-F)_CGC284?theme=rent
Parkland Villas・Block 2,Low Floor・FLAT H・2 Rooms,Siu Hong,"11,500",376ft²,548ft²,https://hk.centanet.com/findproperty/en/detail/Parkland-Villas-Block-2_CGA345?theme=rent
THE REGENT,3 Rooms,Tai Po Luxury/Mid-levels,"26,000",781ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-REGENT_API142?theme=rent
TUEN MUN TOWN PLAZA・TUEN MUN TOWN PLAZA・BLOCK 8,Low Floor・FLAT K・2 Rooms,Tuen Mun Town Centre,"10,500",322ft²,425ft²,https://hk.centanet.com/findproperty/en/detail/TUEN-MUN-TOWN-PLAZA-TUEN-MUN-TOWN-PLAZA-BLOCK-8_CEK378?theme=rent
Kingston Terrace・Block 2,FLAT E・2 Rooms,Tuen Mun San Hui,"12,000",507ft²,659ft²,https://hk.centanet.com/findproperty/en/detail/Kingston-Terrace-Block-2_CIY387?theme=rent
TUEN MUN TOWN PLAZA・TUEN MUN TOWN PLAZA・BLOCK 2,High Floor・FLAT C・1 Room,Tuen Mun Town Centre,"11,700",326ft²,448ft²,https://hk.centanet.com/findproperty/en/detail/TUEN-MUN-TOWN-PLAZA-TUEN-MUN-TOWN-PLAZA-BLOCK-2_CGV670?theme=rent
THE ARLES・TOWER 5,High Floor・FLAT H・2 Rooms,Fo Tan,"24,500",527ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-ARLES-TOWER-5_AUZ476?theme=rent
GOODVIEW GARDEN,2 Rooms,Tuen Mun South,"10,500",340ft²,N/A,https://hk.centanet.com/findproperty/en/detail/GOODVIEW-GARDEN_CGL705?theme=rent
Uptown・Tower 8,Low Floor・FLAT B・3 Rooms・(1 Suite),Hung Shui Kiu North New Development Area,"16,500",759ft²,994ft²,https://hk.centanet.com/findproperty/en/detail/Uptown-Tower-8_CQU329?theme=rent
The Trend Plaza・Block C,1 Room,Tuen Mun Town Centre,"11,500",325ft²,431ft²,https://hk.centanet.com/findproperty/en/detail/The-Trend-Plaza-Block-C_CEU619?theme=rent
Richland Garden・Block 3,Middle Floor・FLAT H・2 Rooms,Tuen Mun Ferry Pier,"10,000",330ft²,473ft²,https://hk.centanet.com/findproperty/en/detail/Richland-Garden-Block-3_CES553?theme=rent
The Sherwood,2 Rooms,Lam Tei,"12,000",396ft²,531ft²,https://hk.centanet.com/findproperty/en/detail/The-Sherwood_CIV198?theme=rent
BAYSHORE TOWERS・TOWER 5,High Floor・FLAT D・2 Rooms,Ma On Shan,"16,500",404ft²,545ft²,https://hk.centanet.com/findproperty/en/detail/BAYSHORE-TOWERS-TOWER-5_EEJ865?theme=rent
MOUNT REGENCY・PHASE 2・TOWER 2A,Low Floor・FLAT J・Studio,Tuen Mun San Hui,"9,800",251ft²,N/A,https://hk.centanet.com/findproperty/en/detail/MOUNT-REGENCY-PHASE-2-TOWER-2A_CZE160?theme=rent
FESTIVAL CITY・Phase 3・TOWER 2,Low Floor・FLAT NA・3 Rooms・(1 Suite),Tai Wai,"28,000",688ft²,912ft²,https://hk.centanet.com/findproperty/en/detail/FESTIVAL-CITY-Phase-3-TOWER-2_ASH892?theme=rent
TAI HING GARDENS・Phase 2・TOWER 1,High Floor・FLAT C・2 Rooms,Tuen Mun North,"12,500",447ft²,583ft²,https://hk.centanet.com/findproperty/en/detail/TAI-HING-GARDENS-Phase-2-TOWER-1_CFT207?theme=rent
THE SOUTHSIDE・Phase 1 Southland・TOWER 2 (2A),High Floor・FLAT F・3 Rooms,Wong Chuk Hang,"38,000",728ft²,N/A,https://hk.centanet.com/findproperty/en/detail/THE-SOUTHSIDE-Phase-1-Southland-TOWER-2-(2A)_TOC787?theme=rent
TAI HING GARDENS・PHASE 1・BLOCK 4,2 Rooms,Tuen Mun North,"11,800",428ft²,544ft²,https://hk.centanet.com/findproperty/en/detail/TAI-HING-GARDENS-PHASE-1-BLOCK-4_CGV587?theme=rent
FESTIVAL CITY・PHASE 3・TOWER 5,High Floor・FLAT SA・3 Rooms・(1 Suite),Tai Wai,"27,300",688ft²,912ft²,https://hk.centanet.com/findproperty/en/detail/FESTIVAL-CITY-PHASE-3-TOWER-5_ASG944?theme=rent
CENTRA HORIZON・TOWER 10,High Floor・FLAT L・1 Room,Pak Shek Kok,"15,000",304ft²,N/A,https://hk.centanet.com/findproperty/en/detail/CENTRA-HORIZON-TOWER-10_AUK710?theme=rent
CITY ONE SHATIN・Site 6・BLOCK 26,Middle Floor・FLAT C・2 Rooms,City One Shatin,"14,500",326ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-Site-6-BLOCK-26_EBX264?theme=rent
TWO．ARTLANE,Low Floor・FLAT E・1 Room・(1 Suite),Sai Ying Pun,"19,000",252ft²,N/A,https://hk.centanet.com/findproperty/en/detail/TWO-ARTLANE_LHQ948?theme=rent
CITY ONE SHATIN・Site 5・BLOCK 50,Low Floor・FLAT B・1 Room,City One Shatin,"12,600",284ft²,395ft²,https://hk.centanet.com/findproperty/en/detail/CITY-ONE-SHATIN-Site-5-BLOCK-50_EAW986?theme=rent
TAI WO CENTRE,Middle Floor・2 Rooms,Tai Po Town Centre,"13,000",294ft²,390ft²,https://hk.centanet.com/findproperty/en/detail/TAI-WO-CENTRE_AMI454?theme=rent
Hong Lai Garden・Block 1,High Floor・2 Rooms,Tuen Mun Town Centre,"11,000",362ft²,469ft²,https://hk.centanet.com/findproperty/en/detail/Hong-Lai-Garden-Block-1_CEA905?theme=rent
DOUBLE COVE・PHASE 1・BLOCK 1,2 Rooms,Wu Kai Sha,"19,500",496ft²,639ft²,https://hk.centanet.com/findproperty/en/detail/DOUBLE-COVE-PHASE-1-BLOCK-1_EMI481?theme=rent
Shatin Plaza・Richmond Tower (Block A),Low Floor・FLAT 4・3 Rooms,Sha Tin,"21,800",612ft²,774ft²,https://hk.centanet.com/findproperty/en/detail/Shatin-Plaza-Richmond-Tower-(Block-A)_EAJ056?theme=rent
